,Tickers,Momentum,ID
349,OXY,1.6616256068263295,-0.0410958904109589
431,TPR,1.6365961390621306,-0.1506849315068493
295,MRO,1.6344314754194724,-0.06849315068493156
142,FANG,1.4824609399143593,-0.013698630136986356
140,DVN,1.3546809881065638,-0.08219178082191786
45,AMAT,1.258211912756043,-0.12328767123287676
254,IVZ,1.2491039790805,-0.12328767123287676
209,GE,1.1110385215691831,-0.08219178082191786
203,FCX,1.1054986200859025,-0.1095890410958904
352,OKE,1.0575234112929448,0.027397260273972657
424,SIVB,1.0516167138216646,-0.12328767123287676
169,EOG,1.0511247378266009,0.0
285,LNC,1.0496330347465999,-0.0410958904109589
145,DISCA,0.9963251341583621,-0.3150684931506849
454,UAA,0.9732859083446763,-0.19178082191780826
316,MHK,0.9705912980337599,-0.17808219178082196
167,ENPH,0.9634339611626017,-0.1643835616438356
61,BBWI,0.9446714703670991,0.0410958904109589
27,AAL,0.9446704387887359,-0.08219178082191786
211,GM,0.9418722131857549,-0.013698630136986356
498,ZBRA,0.921809315428221,-0.0958904109589041
234,HWM,0.9216509230645595,-0.19178082191780826
119,CMA,0.9185828052990348,-0.027397260273972657
500,ZION,0.9098588341742551,0.013698630136986356
43,APA,0.8978253098823139,0.027397260273972657
14,ALK,0.8894348093458517,-0.08219178082191786
460,URI,0.887163309791368,-0.12328767123287676
146,DISCK,0.8821427893708134,-0.28767123287671237
312,MU,0.8784071721508899,-0.08219178082191786
180,EXPE,0.8771947926076167,-0.06849315068493156
455,UA,0.8760161380300111,-0.13698630136986306
296,MPC,0.8709500773276435,-0.0547945205479452
371,PXD,0.8626139439323821,0.0
315,MRNA,0.850883349091762,-0.0547945205479452
196,F,0.8393393814806176,-0.0410958904109589
220,HIG,0.8373255916801123,0.0
486,WDC,0.8262654279980834,-0.12328767123287676
396,RF,0.8226488642817726,-0.027397260273972657
331,NWSA,0.820810923682318,-0.1643835616438356
414,SPG,0.8200214861954751,-0.13698630136986306
344,NUE,0.8126908541658537,-0.06849315068493156
390,RL,0.8119758471258771,-0.0547945205479452
99,SCHW,0.8119491346768926,-0.06849315068493156
190,FITB,0.8100262162132057,-0.0410958904109589
278,LRCX,0.8032070987664328,-0.1095890410958904
250,IPG,0.789993502783402,-0.1095890410958904
110,CFG,0.7895476926560618,-0.0958904109589041
218,HAL,0.7891162030047958,0.0958904109589041
363,PBCT,0.7889099640510531,-0.06849315068493156
334,NLSN,0.7843405512888386,-0.13698630136986306
83,COF,0.7788211296145922,-0.06849315068493156
385,PVH,0.772300436451518,-0.0547945205479452
408,SLB,0.766246773898206,-0.0958904109589041
237,HBAN,0.7513907145265932,-0.0410958904109589
158,DXC,0.7512604795982625,-0.06849315068493156
204,GPS,0.7486788476247135,-0.027397260273972657
86,CCL,0.74835312134205,-0.013698630136986356
310,MGM,0.7469574073429215,-0.08219178082191786
493,WYNN,0.7458572205671743,-0.0958904109589041
226,HES,0.7425657211502952,0.0
322,MS,0.7420789434228299,-0.0958904109589041
323,MOS,0.7369243530122582,-0.08219178082191786
109,C,0.7230215857010782,-0.0958904109589041
273,KLAC,0.716661153186738,-0.1095890410958904
227,HPE,0.7105436057316679,-0.13698630136986306
268,KEY,0.7096642688677488,-0.06849315068493156
463,VLO,0.7083535634957832,0.0958904109589041
30,AIG,0.7034217191431107,-0.12328767123287676
462,UNM,0.7021665349709816,-0.0547945205479452
184,FFIV,0.6992750738905358,-0.13698630136986306
271,KIM,0.6977449871973558,-0.12328767123287676
137,DE,0.6971289447214215,-0.12328767123287676
391,RJF,0.6967262497829583,-0.17808219178082196
235,HPQ,0.6966452698241545,-0.2602739726027397
183,XOM,0.6937945596014878,0.08219178082191786
207,GNRC,0.6910246500679138,0.013698630136986356
327,NTAP,0.6880782485746932,-0.1643835616438356
332,NWS,0.684927681499002,-0.0958904109589041
91,CBRE,0.6842665223411148,-0.06849315068493156
483,WFC,0.6747591935058328,-0.06849315068493156
294,MTB,0.6731759295570432,-0.0410958904109589
308,MET,0.6711502527633197,-0.08219178082191786
387,PWR,0.6658014133298868,-0.19178082191780826
381,PTC,0.6640472904397567,-0.1643835616438356
144,DFS,0.6610514808122423,-0.0410958904109589
58,BKR,0.6583762350624491,-0.027397260273972657
175,ETSY,0.658061355939709,-0.08219178082191786
457,UAL,0.6558273644756067,-0.0410958904109589
17,ALGN,0.6542340344844171,-0.013698630136986356
121,COP,0.6478012901989649,-0.013698630136986356
15,ALB,0.6451814068572241,-0.08219178082191786
216,GS,0.642403418817949,-0.08219178082191786
127,CTVA,0.6286191165403971,-0.0410958904109589
418,LUV,0.6282667032877602,-0.0958904109589041
470,VIAC,0.6255894574543841,-0.273972602739726
372,PNC,0.6243966396362173,-0.06849315068493156
60,BAC,0.6240977599677653,-0.08219178082191786
347,NXPI,0.6218758853593085,-0.12328767123287676
369,PSX,0.6155466608535314,-0.0547945205479452
341,NCLH,0.6125072570655503,-0.0958904109589041
