,Tickers,Momentum,ID
167,ENPH,2.688669378734407,-0.24
437,TSLA,2.267565426149094,-0.17333333333333334
361,PENN,1.8280943077074117,0.0
61,BBWI,1.4843021022270744,0.026666666666666616
431,TPR,1.3403614871353402,-0.1333333333333333
203,FCX,1.2489197110045853,-0.1866666666666667
385,PVH,0.9540062618197067,-0.026666666666666616
17,ALGN,0.9471651367475273,-0.08000000000000002
15,ALB,0.9233792461344947,-0.1333333333333333
310,MGM,0.8759861730494847,-0.026666666666666616
207,GNRC,0.8650865504217999,-0.08000000000000002
188,FDX,0.8609727834977445,-0.21333333333333337
81,CZR,0.8539688990770737,-0.15999999999999998
323,MOS,0.8485072266470346,-0.09333333333333332
387,PWR,0.8391330459887003,-0.28
144,DFS,0.8335576344678588,-0.040000000000000036
448,TWTR,0.817724063836953,-0.17333333333333334
234,HWM,0.8006310034100579,-0.1866666666666667
424,SIVB,0.7994246219497463,-0.14666666666666667
454,UAA,0.762833724822851,-0.12000000000000005
7,AMD,0.74320467630688,0.040000000000000036
137,DE,0.7228770760419871,-0.15999999999999998
87,CARR,0.7069756330501511,-0.12000000000000005
222,HCA,0.6981244449088346,-0.026666666666666616
388,QCOM,0.6864039644157864,-0.10666666666666669
455,UA,0.683257902443003,-0.08000000000000002
175,ETSY,0.6747622897490693,-0.10666666666666669
46,APTV,0.672099542451726,-0.1333333333333333
254,IVZ,0.659570744618104,-0.08000000000000002
287,LYV,0.6575682454733922,0.09333333333333332
9,AES,0.6490824278065086,-0.24
211,GM,0.6458498278787432,-0.013333333333333364
443,TT,0.6445116971101956,-0.21333333333333337
315,MRNA,0.6270051815958708,-0.040000000000000036
479,DIS,0.6247869178088243,0.013333333333333364
470,VIAC,0.621908854168193,-0.14666666666666667
245,IR,0.6201991469973607,-0.06666666666666665
180,EXPE,0.6107055816541085,-0.12000000000000005
204,GPS,0.5998415853695831,-0.013333333333333364
425,SYF,0.5951342733182348,-0.040000000000000036
99,SCHW,0.58651603901887,-0.040000000000000036
209,GE,0.5853296924457565,-0.06666666666666665
83,COF,0.5838273851379105,-0.013333333333333364
135,DRI,0.5767885338015841,0.0
496,XYL,0.5764884287708041,-0.1866666666666667
158,DXC,0.5606060606060608,-0.12000000000000005
488,WRK,0.5581346059852215,-0.12000000000000005
460,URI,0.5560253227929193,-0.14666666666666667
319,MPWR,0.5502910582174119,-0.1333333333333333
341,NCLH,0.5477784438728719,-0.013333333333333364
446,TRMB,0.5459596843278292,-0.25333333333333335
322,MS,0.5416585879023947,-0.14666666666666667
298,MAR,0.5387844745520591,-0.05333333333333329
381,PTC,0.5376012238415682,-0.1866666666666667
459,UPS,0.5336051930723722,-0.12000000000000005
125,CPRT,0.5281614642720855,-0.21333333333333337
327,NTAP,0.5258835569845259,-0.12000000000000005
331,NWSA,0.5251386870708126,-0.1866666666666667
93,CE,0.5228127163301413,-0.10666666666666669
228,HLT,0.5147720457310809,0.013333333333333364
493,WYNN,0.514700027746047,0.06666666666666665
240,IDXX,0.5140234721730923,-0.24
119,CMA,0.5112483684259792,-0.040000000000000036
386,QRVO,0.5042975310663318,-0.10666666666666669
489,WY,0.5017129313382944,-0.17333333333333334
498,ZBRA,0.501582305742259,-0.14666666666666667
433,TEL,0.4987382625382024,-0.1866666666666667
357,PH,0.4986989192051461,-0.08000000000000002
332,NWS,0.4968770795204589,-0.15999999999999998
430,TTWO,0.4887868623768159,-0.19999999999999996
231,HON,0.4863099957768593,-0.15999999999999998
432,TGT,0.485333092076228,-0.12000000000000005
404,RCL,0.48489072712302095,0.026666666666666616
136,DVA,0.48344708657193736,-0.10666666666666669
396,RF,0.483169420486264,-0.05333333333333329
461,UHS,0.48024540322517417,-0.06666666666666665
439,TXT,0.46992498836106367,-0.013333333333333364
278,LRCX,0.46947283525506767,-0.12000000000000005
420,SBUX,0.46853071386529876,-0.06666666666666665
365,PKI,0.4647227046599718,-0.17333333333333334
218,HAL,0.46400449973021374,-0.013333333333333364
190,FITB,0.4627987091592376,-0.040000000000000036
159,EMN,0.4617959987527318,-0.05333333333333329
359,PAYC,0.46014265314433134,-0.14666666666666667
44,AAPL,0.4600720631086528,-0.1333333333333333
110,CFG,0.459449315617509,-0.06666666666666665
312,MU,0.4592391233926463,-0.09333333333333332
89,CAT,0.4585243030404824,-0.1333333333333333
127,CTVA,0.45765190044935156,-0.10666666666666669
140,DVN,0.4518146722579368,0.013333333333333364
116,CTSH,0.45117919366034775,-0.026666666666666616
495,XLNX,0.4502607601919377,-0.026666666666666616
335,NKE,0.44894089662738934,-0.08000000000000002
249,IP,0.4478795020971207,-0.10666666666666669
372,PNC,0.4471925517840474,0.0
196,F,0.4457236960777944,-0.026666666666666616
403,ROST,0.44075549158283733,-0.05333333333333329
45,AMAT,0.43661963197626785,-0.08000000000000002
253,ISRG,0.4356912606394856,-0.15999999999999998
237,HBAN,0.43559960921346885,-0.013333333333333364
